source_name,author,date,title,description,content,label,tesla_related,tesla_related_num,sentiment_label_num,title_desc,one_shot_class,few_shot_class_2,few_shot_class_3,few_shot_class_4,few_shot_class_5
Business Insider,Theron Mohamed,10/2/2023,"Elon Musk slams one wealth measure as flawed, as he owns stock in his companies not a 'giant pile of cash'","Elon Musk says it's ""silly"" to look at his wealth gain per minute, as he owns stakes in companies like Twitter and SpaceX, he doesn't rake in cash.","Elon Musk.Theo Wargo/WireImage
<ul>
<li>Elon Musk slammed a measure of his fortune's growth as ""silly"" in a recent X post.</li>
<li>The Tesla and SpaceX CEO dismissed calculations of his wealth gain [+2543 chars]",neutral,no,0,1,"Elon Musk slams one wealth measure as flawed, as he owns stock in his companies not a 'giant pile of cash' Elon Musk says it's ""silly"" to look at his wealth gain per minute, as he owns stakes in companies like Twitter and SpaceX, he doesn't rake in cash.",No,"No, it is not related to Tesla.","No, it is not possible to tell",No,"No, it is not related to Tesla."
Business Insider,Huileng Tan,10/2/2023,Billionaire investor Bill Ackman says he would be 'absolutely' interested in a deal with Elon Musk's X,"However, Ackman  who is worth $3.6 billion as of Sunday  told the WSJ he doesn't know if X is interested, or if the deal is doable.","Composite of Elon Musk and Bill Ackman.Chesnot/Michael Bezjian/Getty Images for Brand Innovators
<ul>
<li>Billionaire investor Bill Ackman told the WSJ he would be interested in a deal with Elon Mus [+2399 chars]",positive,no,0,2,"Billionaire investor Bill Ackman says he would be 'absolutely' interested in a deal with Elon Musk's X However, Ackman  who is worth $3.6 billion as of Sunday  told the WSJ he doesn't know if X is interested, or if the deal is doable.",No,"No, it is not related to Tesla.","No, it is not possible to tell",No,"No, it is not possible to tell"
Ars Technica,Jon Brodkin,10/2/2023,Judge upholds Tesla arbitration agreement that drivers called unconscionable,Lawsuit said Tesla and Elon Musk falsely marketed cars as self-driving.,"Enlarge/ Tesla Motors store in Tokyo, Japan, on Friday, Aug. 18, 2023.
1 with 
Four Tesla drivers who sued the company over its allegedly deceptive ""self-driving"" claims will have to go to arbitrat [+3612 chars]",negative,yes,1,0,Judge upholds Tesla arbitration agreement that drivers called unconscionable Lawsuit said Tesla and Elon Musk falsely marketed cars as self-driving.,Yes,"No, it is not related to Tesla.","Yes, it is related to Tesla.",Yes,
CNN,Chris Isidore,10/2/2023,"Tesla sales slow, missing Wall Street forecasts",Tesla reported slower third quarter sales that fell short of Wall Street forecasts.,"Tesla reported slower third quarter sales that fell short of Wall Street forecasts.
The worlds largest electric car maker reported it delivered 435,000 vehicles in the period. Thats down 7% from the [+1914 chars]",negative,yes,1,0,"Tesla sales slow, missing Wall Street forecasts Tesla reported slower third quarter sales that fell short of Wall Street forecasts.",Yes,Yes,"Yes, it is related to Tesla.",Yes,"Yes, it is related to Tesla."
TechCrunch,Kirsten Korosec,10/2/2023,"Bird loses its NYSE wings, Uber gets tight with taxis and Tesla gets sued again for racial discrimination | TechCrunch","The Station is a weekly newsletter about transportation. This week, Tesla gets sued, Uber gets tight with taxis and Bird is delisted.","The Station is a weekly newsletter dedicated to all things transportation. Sign up here  just click The Station  to receive the newsletter every weekend in your inbox. Subscribe for free. 
Welcome b [+8151 chars]",negative,yes,1,0,"Bird loses its NYSE wings, Uber gets tight with taxis and Tesla gets sued again for racial discrimination | TechCrunch The Station is a weekly newsletter about transportation. This week, Tesla gets sued, Uber gets tight with taxis and Bird is delisted.",Yes,"No, it is not related to Tesla.","Yes, it is related to Tesla.",Yes,"No, it is not possible to tell"
NBC News,Ben Collins,10/2/2023,What was Elon Musks strategy for Twitter?,"A year after Elon Musk acquired Twitter, a game plan published by a fired Trump White House staffer provides a clue about his strategy for the social media platform.","On the day that public records revealed that Elon Musk had become Twitters biggest shareholder, an unknown sender texted the billionaire and recommended an article imploring him to acquire the social [+10352 chars]",neutral,no,0,1,"What was Elon Musks strategy for Twitter? A year after Elon Musk acquired Twitter, a game plan published by a fired Trump White House staffer provides a clue about his strategy for the social media platform.",No,"No, it is not related to Tesla.",No,"No, it is not possible to tell","No, it is not possible to tell"
Newsweek,Eileen Falkenberg-Hull,10/2/2023,Mercedes Makes Driving the Most Boring Part of Your Week,New Mercedes-Benz Drive Pilot technology allows Americans to keep their eyes off the road while driving.,"The first hands-free, eyes-off driver assistance system allowed for sale in the United States is here. Mercedes-Benz Drive Pilot technology has beaten competition from Tesla, General Motors and Ford  [+9568 chars]",negative,yes,1,0,Mercedes Makes Driving the Most Boring Part of Your Week New Mercedes-Benz Drive Pilot technology allows Americans to keep their eyes off the road while driving.,No,"No, it is not related to Tesla.",No,No,"No, it is not possible to tell"
Business Insider,Grace Kay,10/2/2023,Elon Musk's dad said he turned down a free Tesla from his son,"""I prefer to drive a Rolls-Royce,"" Errol Musk said, adding he felt shipping the Tesla was too expensive.","Errol Musk (left) said Elon Musk (right) offered to ship a Tesla to South Africa for him.GIANLUIGI GUERCIA/AFP via Getty Images and Chesnot/Getty Images
<ul><li>Errol Musk, Elon Musk's dad, said he  [+3699 chars]",neutral,no,0,1,"Elon Musk's dad said he turned down a free Tesla from his son ""I prefer to drive a Rolls-Royce,"" Errol Musk said, adding he felt shipping the Tesla was too expensive.",Yes,"No, it is not related to Tesla.","Yes, it is related to Tesla.",No,"No, it is not possible to tell"
The Times of India,The Feed,10/2/2023,"Elon Musk documentary movie: Name, production, director, all details you need to know",Elon Musk documentary titled 'Musk' is happening and Oscar winning director Alex Gibney is helming the project.,"Universal Pictures Content Group has secured the international rights to the Elon Musk documentary titled 'Musk', helmed by Academy Award-winning director Alex Gibney. The negotiations for this deal  [+1663 chars]",neutral,yes,1,1,"Elon Musk documentary movie: Name, production, director, all details you need to know Elon Musk documentary titled 'Musk' is happening and Oscar winning director Alex Gibney is helming the project.",No,No,No,No,No
The Times of India,Reuters,10/2/2023,Tesla reports misses estimates for quarterly deliveries; shares fall,"Tesla's third-quarter deliveries fell short of market estimates due to production constraints caused by planned factory shutdowns. The automaker delivered 435,059 vehicles in the quarter, down nearly 7% from the previous quarter. Despite the miss, Tesla maint","FD Calculator
When investing in a fixed deposit, the amount you deposit earns interest as per the prevailing...
Calculate Now",negative,yes,1,0,"Tesla reports misses estimates for quarterly deliveries; shares fall Tesla's third-quarter deliveries fell short of market estimates due to production constraints caused by planned factory shutdowns. The automaker delivered 435,059 vehicles in the quarter, down nearly 7% from the previous quarter. Despite the miss, Tesla maint",Yes,Yes,"Yes, it is related to Tesla.",Yes,"Yes, it is related to Tesla."
The Jerusalem Post,By DANIELLE GREYMAN-KENNARD,10/2/2023,Elon Musk takes aim at Ukraines Zelensky with critical meme,This is not the first time that Musk and Zelensky have fought it out over the platform,"Elon Musk took to X on October 2 to make some pointed commentary about Ukrainian President Volodymyr Zelensky in a meme.
The meme, depicting Zelensky straining himself, is captioned with the phrase, [+3283 chars]",neutral,no,0,1,Elon Musk takes aim at Ukraines Zelensky with critical meme This is not the first time that Musk and Zelensky have fought it out over the platform,No,"No, it is not related to Tesla.","No, it is not related to Tesla.","No, it is not related to Tesla.","No, it is not related to Tesla."
The Irish Times,Richard Waters,10/2/2023,Teslas electric vehicle deliveries fall short of lowered expectations,Factory upgrades dent third-quarter production as high interest rates hit electric vehicle demand,"The number of new vehicles Tesla delivered in the latest quarter fell short even of Wall Streets reduced expectations, as planned factory shutdowns crimped production and demand for electric vehicles [+1886 chars]",negative,yes,1,0,Teslas electric vehicle deliveries fall short of lowered expectations Factory upgrades dent third-quarter production as high interest rates hit electric vehicle demand,Yes,Yes,"Yes, it is related to Tesla.","Yes, it is related to Tesla.","Yes, it is related to Tesla."
TechCrunch,Kirsten Korosec,10/2/2023,Tesla misses on Q3 delivery expectations,"Tesla delivered 435,059 vehicles in the third quarter, a result that missed Wall Street expectations and was nearly 7% lower than the previous quarter...","Tesla delivered 435,059 vehicles in the third quarter, a result that missed Wall Street expectations and was nearly 7% lower than the previous quarter. Tesla said planned downtimes at its factories l [+1144 chars]",negative,yes,1,0,"Tesla misses on Q3 delivery expectations Tesla delivered 435,059 vehicles in the third quarter, a result that missed Wall Street expectations and was nearly 7% lower than the previous quarter...",Yes,Yes,Yes,Yes,"Yes, it is related to Tesla."
News24,news24,10/3/2023,News24 | Elon Musk must face fraud lawsuit for disclosing Twitter stake late,"A US judge ordered Elon Musk to face most of a lawsuit claiming he defrauded former Twitter shareholders last year by waiting too long to disclose that he had invested in the social media company, which he later bought and renamed X.","<ul><li>Elon Musk is to face most of a lawsuit claiming he defrauded former Twitter shareholders last year.</li><li>Musk bought Twitter for $44 billion last October.</li><li>Under the SEC rule, inves [+2130 chars]",negative,no,0,0,"News24 | Elon Musk must face fraud lawsuit for disclosing Twitter stake late A US judge ordered Elon Musk to face most of a lawsuit claiming he defrauded former Twitter shareholders last year by waiting too long to disclose that he had invested in the social media company, which he later bought and renamed X.",No,"No, it is not related to Tesla.","No, it is not possible to tell","No, it is not possible to tell","No, it is not related to Tesla."
TechRadar,Leon Poultney,10/3/2023,Tesla Cybertruck interior and rocket-like acceleration revealed in leaked videos,A pair of leaked videos give us the clearest look at the Tesla Cybertrucks production-spec interior and its acceleration.,"Tesla has repeatedly failed to meet its own proposed release dates for its futuristic electric pick-up truck, meaning potential owners have had to wait with baited breath to see Cybertruck on the roa [+2362 chars]",positive,yes,1,2,Tesla Cybertruck interior and rocket-like acceleration revealed in leaked videos A pair of leaked videos give us the clearest look at the Tesla Cybertrucks production-spec interior and its acceleration.,Yes,Yes,"Yes, it is related to Tesla.","Yes, it is related to Tesla.","Yes, it is related to Tesla."
Newsweek,Brendan Cole,10/3/2023,Russian State TV Suggests Elon Musk is 'Our Agent',"Television host Olga Skabeyeva called the Tesla founder ""magnificent"" for making fun of Ukraine's appeals for help.","Kremlin propagandists have praised Elon Musk for his mockery of Ukrainian President Volodymr Zelensky's appeals for military aid to fight Russian aggression.
The comments made on the Russia-1 channe [+2875 chars]",neutral,no,0,1,"Russian State TV Suggests Elon Musk is 'Our Agent' Television host Olga Skabeyeva called the Tesla founder ""magnificent"" for making fun of Ukraine's appeals for help.",Yes,"No, it is not related to Tesla.","Yes, it is related to Tesla.","No, it is not possible to tell","No, it is not possible to tell"
Business Insider,Tim Levin,10/3/2023,Jay Leno towed 30 tons with a Tesla Semi and said it felt like nothing,"Jay Leno got to drive Tesla's electric truck, the Semi, and said it felt familiar, smooth, and quick.","Jay Leno tows a Tesla Semi using another Tesla Semi in a recent YouTube video. Jay Leno's Garage
<ul><li>Jay Leno got to drive the Tesla Semi, Elon Musk's electric big rig. </li><li>He said it felt  [+2410 chars]",positive,yes,1,2,"Jay Leno towed 30 tons with a Tesla Semi and said it felt like nothing Jay Leno got to drive Tesla's electric truck, the Semi, and said it felt familiar, smooth, and quick.",Yes,Yes,Yes,Yes,Yes
Fortune,Nicholas Gordon,10/3/2023,"Warren Buffett-backed BYD is just over 3,000 cars away from overtaking Tesla as the worlds biggest seller of EV cars",Tesla's disappointing third-quarter deliveries may leave an opening for BYD to be the world's top seller of battery electric cars.,"Teslas disappointing third-quarter deliveries are giving its closest rivalBYD, the Chinese EV giant backed by Warren Buffetts Berkshire Hathawayan opportunity to swipe top place in the electric car r [+2831 chars]",negative,yes,1,0,"Warren Buffett-backed BYD is just over 3,000 cars away from overtaking Tesla as the worlds biggest seller of EV cars Tesla's disappointing third-quarter deliveries may leave an opening for BYD to be the world's top seller of battery electric cars.",No,"No, it is not related to Tesla.",No,No,"No, it is not possible to tell"
Next Big Future,Brian Wang,10/3/2023,Pepsi Reveals Everything About The Tesla Semi Trucks,"Pepsi has described its experience of using 21 Tesla Semi trucks for ten months and how they operated during the Run on Less trucking event. In December 2022, PepsiCo took the first delivery of the all-electric Tesla Semi trucks and as of September 1, nearly ","Pepsi has described its experience of using 21 Tesla Semi trucks for ten months and how they operated during the Run on Less trucking event. In December 2022, PepsiCo took the first delivery of the a [+2386 chars]",positive,yes,1,2,"Pepsi Reveals Everything About The Tesla Semi Trucks Pepsi has described its experience of using 21 Tesla Semi trucks for ten months and how they operated during the Run on Less trucking event. In December 2022, PepsiCo took the first delivery of the all-electric Tesla Semi trucks and as of September 1, nearly ",Yes,Yes,"Yes, it is related to Tesla.","Yes, it is related to Pepsi.","Yes, it is related to Pepsi."
Business Insider,Tim Levin,10/4/2023,"Tesla's new, cheaper Model Y is one of the best deals you can get on an EV right now",The rear-wheel-drive Tesla Model Y SUV introduces an affordable new option to the expensive EV market.,"Tesla launched a new, cheaper Model Y that could cost you $36,490. Tesla
<ul><li>Tesla launched a new, cheaper version of its popular Model Y SUV. </li><li>The rear-wheel-drive Model Y costs $43,990 [+2489 chars]",positive,yes,1,2,"Tesla's new, cheaper Model Y is one of the best deals you can get on an EV right now The rear-wheel-drive Tesla Model Y SUV introduces an affordable new option to the expensive EV market.",Yes,Yes,Yes,Yes,Yes
Next Big Future,Brian Wang,10/4/2023,Jay Leno Calls Tesla Semi the Biggest Revolution Since Trucks Displaced Trains for Cargo,Jay Leno drove the Tesla Semi and called it the biggest revolution since trucks displaced rail for most cargo. Heavy trucks are 1% of the vehicles on the road but consume 18% of the fuel. The Semi batteries are operating at 800-1000 volts. It has a low-voltag,Brian Wang is a Futurist Thought Leader and a popular Science blogger with 1 million readers per month. His blog Nextbigfuture.com is ranked #1 Science News Blog. It covers many disruptive technology [+593 chars],positive,yes,1,2,Jay Leno Calls Tesla Semi the Biggest Revolution Since Trucks Displaced Trains for Cargo Jay Leno drove the Tesla Semi and called it the biggest revolution since trucks displaced rail for most cargo. Heavy trucks are 1% of the vehicles on the road but consume 18% of the fuel. The Semi batteries are operating at 800-1000 volts. It has a low-voltag,Yes,Yes,"Yes, it is related to Tesla.","Yes, it is related to Tesla.","Yes, it is related to Tesla."
TechRadar,Leon Poultney,10/4/2023,"Tesla Model Y drops to lowest-ever price, but how long will you have to wait?","Tesla introduces a Model Y RWD model with a base price of only $43,990","Despite reports that Tesla experienced a bigger-than-expected drop in third-quarter deliveries, causing its share price to fall slightly, the company has hit back with the cheapest Model Y to date.
 [+2154 chars]",neutral,yes,1,1,"Tesla Model Y drops to lowest-ever price, but how long will you have to wait? Tesla introduces a Model Y RWD model with a base price of only $43,990",Yes,Yes,"Yes, it is related to Tesla.",Yes,"Yes, it is related to Tesla."
Fox News,Jim Nelles,10/4/2023,Biden's war on everything Elon Musk,"In August 2023, the U.S. Justice Department filed a lawsuit against SpaceX, Musks rocket and spacecraft company.",Do you remember way back in 2021 when Elon Musk was the darling of the Left of the cultural elite? He was building electric cars and then launching them into space on rockets he built. He went to all [+5320 chars],negative,yes,1,0,"Biden's war on everything Elon Musk In August 2023, the U.S. Justice Department filed a lawsuit against SpaceX, Musks rocket and spacecraft company.",No,No,No,No,No
Business Insider,astjohn@insider.com (Alexa St. John),10/4/2023,The founder of Tesla's biggest China rival reportedly drank a glass of battery fluid to impress one of Warren Buffett's lieutenants,"The founder of Chinese automaker BYD, Tesla's biggest global EV rival, once drank battery fluid in front of a big-name investor to show just how green the tech was.","The founder of Chinese automaker BYD, Tesla's biggest global EV rival, once drank battery fluid in front of a big-name investor to show just how serious he was about his company, the Wall Street Jour [+3604 chars]",neutral,yes,1,1,"The founder of Tesla's biggest China rival reportedly drank a glass of battery fluid to impress one of Warren Buffett's lieutenants The founder of Chinese automaker BYD, Tesla's biggest global EV rival, once drank battery fluid in front of a big-name investor to show just how green the tech was.",Yes,"No, it is not possible to tell",Yes,Yes,Yes
TechCrunch,Rebecca Bellan,10/5/2023,"All eyes on VW after Hyundai, Kia adopt Tesla charging standard",Hyundai and Kia have finally announced their plans to adopt Tesla's North American Charging Standard (NACS) ports for their electric vehicles in the U.S. and...,"Hyundai and Kia have finally announced their plans to adopt Tesla's North American Charging Standard (NACS) ports for their electric vehicles in the U.S. and Canada, joining the swells of automakers  [+2907 chars]",positive,yes,1,2,"All eyes on VW after Hyundai, Kia adopt Tesla charging standard Hyundai and Kia have finally announced their plans to adopt Tesla's North American Charging Standard (NACS) ports for their electric vehicles in the U.S. and...",Yes,Yes,"Yes, it is related to Tesla.",Yes,Yes
Next Big Future,Brian Wang,10/5/2023,New Tesla Model Y RWD Changes Batteries to Give 4680 to Cybertruck,"The new Tesla Model Y RWD likely has changed to Iron LFP batteries from China. The $43,990 price without subsidies likely has a $3750 subsidy instead of $7500. This will be because the batteries will be sourced from China. The removal of the AWD (All Wheel Dr",Brian Wang is a Futurist Thought Leader and a popular Science blogger with 1 million readers per month. His blog Nextbigfuture.com is ranked #1 Science News Blog. It covers many disruptive technology [+593 chars],neutral,yes,1,1,"New Tesla Model Y RWD Changes Batteries to Give 4680 to Cybertruck The new Tesla Model Y RWD likely has changed to Iron LFP batteries from China. The $43,990 price without subsidies likely has a $3750 subsidy instead of $7500. This will be because the batteries will be sourced from China. The removal of the AWD (All Wheel Dr",Yes,Yes,"Yes, it is related to Tesla.",Yes,
BBC News,https://www.facebook.com/bbcnews,10/5/2023,Regulator sues Musk to force testimony in X probe,"Musk accused the Securities and Exchange Commission of ""harassment"" in the two sides' latest battle.","Financial regulators in the US are suing Elon Musk after the billionaire said he would no longer cooperate with its investigation into his purchase of Twitter, now known as X.
The Securities and Exc [+2233 chars]",negative,no,0,0,"Regulator sues Musk to force testimony in X probe Musk accused the Securities and Exchange Commission of ""harassment"" in the two sides' latest battle.",No,"No, it is not related to Tesla.",No,No,No
Engadget,Karissa Bell,10/5/2023,The SEC is suing Elon Musk for refusing to testify in Twitter investigation,"The SEC is now suing the owner of X after he failed to appear for previously-scheduled testimony, The Wall Street Journal reports.","Elon Musk is once again in the crosshairs of the Securities and Exchange Commision (SEC). The regulator, which has been investigating Musks Twitter takeover, is now suing the owner of X after he fail [+1490 chars]",negative,no,0,0,"The SEC is suing Elon Musk for refusing to testify in Twitter investigation The SEC is now suing the owner of X after he failed to appear for previously-scheduled testimony, The Wall Street Journal reports.",No,"No, it is not related to Tesla.",No,No,"No, it is not related to Tesla."
Ars Technica,Jonathan M. Gitlin,10/5/2023,Hyundai is switching to Tesla-style NACS plugs for its EVs in late 2024,Hyundai EVs that still have the CCS1 plug will get access in 2025 with an adapter.,"44 with 
On Thursday morning, Hyundai announced that it's the latest automaker to adopt the North American Charging Standard for its battery electric vehicles. Developed by Tesla, NACS was opened up [+2045 chars]",positive,yes,1,2,Hyundai is switching to Tesla-style NACS plugs for its EVs in late 2024 Hyundai EVs that still have the CCS1 plug will get access in 2025 with an adapter.,Yes,Yes,,Yes,"No, it is not possible to tell"
The Verge,Jay Peters,10/5/2023,"Elon Musk is stonewalling the SEC, and now hes getting sued",The SEC is suing Elon Musk because he is refusing to testify in an SEC investigation into Musks purchase of Twitter. He was set to testify in September.,"Elon Musk is stonewalling the SEC, and now hes getting sued
Elon Musk is stonewalling the SEC, and now hes getting sued
 / Musk refused to show up to testimony after receiving a subpoena.
ByJay Pe [+1877 chars]",negative,no,0,0,"Elon Musk is stonewalling the SEC, and now hes getting sued The SEC is suing Elon Musk because he is refusing to testify in an SEC investigation into Musks purchase of Twitter. He was set to testify in September.",No,"No, it is not related to Tesla.",No,No,"No, it is not possible to tell"
NBC News,"Jonathan Vanian, CNBC",10/5/2023,SEC sues to force Elon Musk to testify in Twitter probe,The U.S. Securities and Exchange Commission sued Elon Musk on Thursday in an effort to compel the billionaire to testify over his purchase of Twitter last year.,"The U.S. Securities and Exchange Commission sued Elon Musk on Thursday in an effort to compel the billionaire to testify over his purchase of Twitter last year.
Attorneys representing the SEC allege [+1545 chars]",negative,no,0,0,SEC sues to force Elon Musk to testify in Twitter probe The U.S. Securities and Exchange Commission sued Elon Musk on Thursday in an effort to compel the billionaire to testify over his purchase of Twitter last year.,No,"No, it is not related to Tesla.",No,No,"No, it is not possible to tell"
ABC News,MICHELLE CHAPMAN AP business writer,10/5/2023,"Hyundai, Kia electric vehicles to use Tesla's NACS charging ports starting next year","Hyundai and Kia say they're adopting North American Charging Standard ports for their electric vehicles in the U.S. and Canada, which will give the vehicles access to thousands of Tesla Superchargers across the two countries and Mexico","Hyundai and Kia say that they're adopting North American Charging Standard ports for their electric vehicles in the U.S. and Canada, which will give the vehicles access to thousands of Tesla Supercha [+3212 chars]",positive,yes,1,2,"Hyundai, Kia electric vehicles to use Tesla's NACS charging ports starting next year Hyundai and Kia say they're adopting North American Charging Standard ports for their electric vehicles in the U.S. and Canada, which will give the vehicles access to thousands of Tesla Superchargers across the two countries and Mexico",Yes,Yes,"Yes, it is related to Tesla.",Yes,"Yes, it is related to Tesla."
TechRadar,Leon Poultney,10/5/2023,The Volcon Grunt Evo is the off-road electric motorcycle Mad Max dreams are made of,"The Volcon Grunt Evo goes into production and promises silent, off-road thrills","Volcon might not have the same instant recognition as, say, Tesla, but the Texan company is busily (and quietly) building a range of electric off-road motorcycles and UTVs (utility vehicles) that are [+2691 chars]",neutral,yes,1,1,"The Volcon Grunt Evo is the off-road electric motorcycle Mad Max dreams are made of The Volcon Grunt Evo goes into production and promises silent, off-road thrills",Yes,"No, it is not related to Tesla.","Yes, it is related to Tesla.",Yes,Yes
Engadget,Will Shanklin,10/6/2023,Tesla cuts prices on Model 3 and Y after dwindling deliveries,"Tesla is cutting prices on some Model 3 and Model Y vehicles in the US, as spotted by CNBC. The automakers move, its second price drop in just over a month, comes after it fell short of market estimates for deliveries.
Teslas website now lists the Model 3 s","Tesla is cutting prices on some Model 3 and Model Y vehicles in the US, as spotted byCNBC. The automakers move, its second price drop in just over a month, comes after it fell short of market estimat [+1415 chars]",neutral,yes,1,1,"Tesla cuts prices on Model 3 and Y after dwindling deliveries Tesla is cutting prices on some Model 3 and Model Y vehicles in the US, as spotted by CNBC. The automakers move, its second price drop in just over a month, comes after it fell short of market estimates for deliveries.
Teslas website now lists the Model 3 s",Yes,Yes,"Yes, it is related to Tesla.","Yes, it is related to Tesla.","Yes, it is related to Tesla."
Newsweek,Jamie Body,10/6/2023,More Bad News for Elon Musk After Twitter Takeover,The Securities and Exchange Commission has filed an application to compel Elon Musk to testify in an ongoing investigation over his purchase of Twitter.,"Entrepreneur Elon Musk has had a rough time since taking over Twitter, now rebranded as X, late last year, and it looks like he is in for more of the same.
The Securities and Exchange Commission (SE [+2730 chars]",negative,no,0,0,More Bad News for Elon Musk After Twitter Takeover The Securities and Exchange Commission has filed an application to compel Elon Musk to testify in an ongoing investigation over his purchase of Twitter.,No,"No, it is not related to Tesla.",No,No,"No, it is not related to Tesla."
Breitbart News,"Lucas Nolan, Lucas Nolan",10/6/2023,SEC Seeks to Force Elon Musk Testimony on Pre-Buyout Twitter Share Purchases,"Elon Musk, the billionaire CEO of Tesla, finds himself once again in the crosshairs of the SEC over his Twitter stock purchases before he eventually bought the entire company. The SEC is attempting to force Musk to provide testimony to their investigation, cl","Elon Musk, the billionaire CEO of Tesla, finds himself once again in the crosshairs of the SEC over his Twitter stock purchases before he eventually bought the entire company. The SEC is attempting t [+4344 chars]",negative,no,0,0,"SEC Seeks to Force Elon Musk Testimony on Pre-Buyout Twitter Share Purchases Elon Musk, the billionaire CEO of Tesla, finds himself once again in the crosshairs of the SEC over his Twitter stock purchases before he eventually bought the entire company. The SEC is attempting to force Musk to provide testimony to their investigation, cl",Yes,Yes,"Yes, it is related to Tesla.",Yes,"Yes, it is related to Tesla."
Next Big Future,Brian Wang,10/6/2023,Tesla EVs and Solar Heading to 90% Lower Energy Costs,"Marginal cost of energy by 2030 will approach ~$0.005/kWh. This is about ten times less than most of the energy today. It is essentially making power free and abundant. The big issue will be the realized cost of this energy and will demonstrate, especially in","Marginal cost of energy by 2030 will approach ~$0.005/kWh. This is about ten times less than most of the energy today. It is essentially making power free and abundant.
The big issue will be the rea [+6053 chars]",positive,yes,1,2,"Tesla EVs and Solar Heading to 90% Lower Energy Costs Marginal cost of energy by 2030 will approach ~$0.005/kWh. This is about ten times less than most of the energy today. It is essentially making power free and abundant. The big issue will be the realized cost of this energy and will demonstrate, especially in",Yes,"No, it is not related to Tesla.","Yes, it is related to Tesla.","Yes, it is related to Tesla.","Yes, it is related to Tesla."
Reuters,Reuters,10/6/2023,"Tesla slashes prices of Model 3, Models Y vehicles in US","Tesla <a href=""https://www.reuters.com/markets/companies/TSLA.O"" target=""_blank"">(TSLA.O)</a> has cut prices of its Model 3 compact sedan and Model Y SUV in the U.S. by about 2.7% to 4.2% to stoke demand for its electric vehicles, days after the automaker fel","Oct 5 (Reuters) - Tesla (TSLA.O) has cut prices of its Model 3 compact sedan and Model Y SUV in the U.S. by about 2.7% to 4.2% to stoke demand for its electric vehicles, days after the automaker fell [+1736 chars]",neutral,yes,1,1,"Tesla slashes prices of Model 3, Models Y vehicles in US Tesla <a href=""https://www.reuters.com/markets/companies/TSLA.O"" target=""_blank"">(TSLA.O)</a> has cut prices of its Model 3 compact sedan and Model Y SUV in the U.S. by about 2.7% to 4.2% to stoke demand for its electric vehicles, days after the automaker fel",Yes,Yes,"Yes, it is related to Tesla.","Yes, it is related to Tesla.","Yes, it is related to Tesla."
The Times of India,ET Online,10/7/2023,"Elon Musk's request for a scandalous moniker: The ""Elongate"" buzzes on X","Elon Musk's recent tweet on X requesting a scandalous moniker has gone viral, with millions of views and witty responses flooding in. Musk humorously asked for any potential scandal involving him to be called ""Elongate,"" sparking creativity and humor within t","Elon Musk's recent X post about potential scandals has not only left people in splits but will undoubtedly tickle your funny bone too. The tech mogul's playful request for a scandalous moniker, dubbe [+2545 chars]",positive,no,0,2,"Elon Musk's request for a scandalous moniker: The ""Elongate"" buzzes on X Elon Musk's recent tweet on X requesting a scandalous moniker has gone viral, with millions of views and witty responses flooding in. Musk humorously asked for any potential scandal involving him to be called ""Elongate,"" sparking creativity and humor within t",No,"No, it is not related to Tesla.","No, it is not possible to tell","No, it is not possible to tell","No, it is not related to Tesla."
The Times of India,Reuters,10/7/2023,Tesla signs lease to open vast sales and service centre in Shanghai industrial park,"Tesla has inked a lease agreement with Shanghai Waigaoqiao Free Trade Zone Group to open its largest sales and service center in China in an industrial park in the city, according to the government-owned firm. According to a statement on the Chinese company's",Exploring the timeless elegance of Sreemukhi,positive,yes,1,2,"Tesla signs lease to open vast sales and service centre in Shanghai industrial park Tesla has inked a lease agreement with Shanghai Waigaoqiao Free Trade Zone Group to open its largest sales and service center in China in an industrial park in the city, according to the government-owned firm. According to a statement on the Chinese company's",Yes,Yes,"Yes, it is related to Tesla.","Yes, it is related to Tesla.",
Fortune,Steve Mollman,10/7/2023,Elon Musk says sorry to see whats happening in Israel after surprise attacks by Hamas,"Musk posted on X after the attacks on Israel by Hamas on Saturday, ""I hope there can be peace one day.""","Elon Musk responded early Saturday to the attacks on Israel conducted by the Palestinian militant group Hamas, which could lead to widespread repercussions in the Middle East and beyond.Sorry to see  [+2598 chars]",neutral,no,0,1,"Elon Musk says sorry to see whats happening in Israel after surprise attacks by Hamas Musk posted on X after the attacks on Israel by Hamas on Saturday, ""I hope there can be peace one day.""",No,"No, it is not related to Tesla.",No,No,No
Reuters,Reuters,10/8/2023,Tesla's China-made EV sales volume fall 10.9% y/y in Sept,"U.S. automaker Tesla <a href=""https://www.reuters.com/markets/companies/TSLA.O"" target=""_blank"">(TSLA.O)</a> sold 74,073 China-made electric vehicles (EVs) in September, a 10.9% decrease from a year earlier, showed data from the China Passenger Car Associatio","BEIJING/SHANGHAI, Oct 8 (Reuters) - U.S. automaker Tesla (TSLA.O) sold 74,073 China-made electric vehicles (EVs) in September, a 10.9% decrease from a year earlier, showed data from the China Passeng [+1654 chars]",negative,yes,1,0,"Tesla's China-made EV sales volume fall 10.9% y/y in Sept U.S. automaker Tesla <a href=""https://www.reuters.com/markets/companies/TSLA.O"" target=""_blank"">(TSLA.O)</a> sold 74,073 China-made electric vehicles (EVs) in September, a 10.9% decrease from a year earlier, showed data from the China Passenger Car Associatio",Yes,Yes,"Yes, it is related to Tesla.",Yes,"Yes, it is related to Tesla."
